datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
2014-01-01,0.0,100000.0,0,100000.0,,,
2014-05-08,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-09,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-12,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-13,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-14,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-15,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-16,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-19,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-20,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-21,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-22,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-23,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-27,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-28,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-29,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-05-30,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-02,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-03,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-04,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-05,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-06,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-09,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-10,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-11,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-12,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-13,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-16,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-17,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-18,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-19,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-20,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-23,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-24,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-25,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-26,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-27,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-06-30,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-01,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-02,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-03,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-07,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-08,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-09,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-10,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-11,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-14,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-15,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-16,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-17,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-18,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-21,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-22,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-23,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-24,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-25,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-28,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-29,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-30,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-07-31,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-01,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-04,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-05,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-06,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-07,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-08,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-11,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-12,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-13,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-14,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-15,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-18,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-19,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-20,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-21,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-22,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-25,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-26,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-27,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-28,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-08-29,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-02,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-03,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-04,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-05,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-08,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-09,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-10,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-11,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-12,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-15,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-16,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-17,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-18,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-19,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-22,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-23,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-24,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-25,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-26,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-29,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-09-30,0.0,100000.0,0,100000.0,0.0,1.0,0.0
2014-10-01,9709.7413,90136.5555,0,99846.2968,-0.0015370319999999937,0.998462968,0.0015370319999999937
2014-10-02,9780.2295,90136.5555,0,99916.785,0.0007059670940146034,0.9991678500000002,0.0008321499999998094
2014-10-03,9752.8176,90136.5555,0,99889.3731,-0.0002743472981041606,0.9988937310000001,0.001106268999999882
2014-10-06,9752.8176,90136.5555,0,99889.3731,0.0,0.9988937310000001,0.001106268999999882
2014-10-07,9667.6442,90136.5555,0,99804.1997,-0.000852677290453463,0.9980419970000001,0.0019580029999999304
2014-10-08,9868.3398,90136.5555,0,100004.8953,0.002010893335183006,1.000048953,0.0
2014-10-09,9889.877299999998,90136.5555,0,100026.4328,0.00021536445726355602,1.0002643279999999,0.0
2014-10-10,9861.4869,90136.5555,0,99998.0424,-0.0002838289760542789,0.999980424,0.00028390399999989047
2014-10-13,9771.4181,90136.5555,0,99907.9736,-0.0009007056322135609,0.9990797359999999,0.0011845919999999843
2014-10-14,9667.6442,90136.5555,0,99804.1997,-0.0010386948734990575,0.9980419969999998,0.002222331000000022
2014-10-15,9549.185,90136.5555,0,99685.7405,-0.001186915985059489,0.9968574049999999,0.003406923000000006
2014-10-16,9423.8729,90136.5555,0,99560.4284,-0.0012570714665052218,0.9956042839999999,0.004660043999999974
2014-10-17,9561.9118,90136.5555,0,99698.4673,0.0013864835880919024,0.9969846729999999,0.003279654999999937
2014-10-20,9766.523599999999,90136.5555,0,99903.0791,0.002052306374824342,0.999030791,0.0012335369999998402
2014-10-21,10031.833,90136.5555,0,100168.3885,0.002655667897226932,1.001683885,0.0
2014-10-22,10082.7408,90136.5555,0,100219.2963,0.000508222212240117,1.002192963,0.0
2014-10-23,10262.8775,90136.5555,0,100399.433,0.001797425312793699,1.0039943299999998,0.0
2014-10-24,10301.0585,90136.5555,0,100437.614,0.0003802909922807629,1.0043761399999998,0.0
2014-10-27,10290.2894,90136.5555,0,100426.8449,-0.00010722178246891367,1.0042684489999998,0.00010769099999996534
2014-10-28,10449.8665,90136.5555,0,100586.422,0.00158898848369593,1.0058642199999999,0.0
2014-10-29,10508.6065,90136.5555,0,100645.162,0.0005839754395478014,1.0064516199999998,0.0
2014-10-30,10473.3631,90136.5555,0,100609.9186,-0.0003501748052230358,1.006099186,0.00035243399999984604
2014-10-31,10573.2209,90136.5555,0,100709.7764,0.0009925244090198682,1.0070977639999998,0.0
2014-11-03,10710.2814,90136.5555,0,100846.8369,0.0013609453312219966,1.0084683689999998,0.0
2014-11-04,10631.960900000002,90136.5555,0,100768.51640000001,-0.0007766282256096435,1.007685164,0.0007832049999998425
2014-11-05,10657.4152,90136.5555,0,100793.9707,0.0002526017143982262,1.007939707,0.000528661999999791
2014-11-06,10687.8957,90136.5555,0,100824.4512,0.00030240400083769714,1.008244512,0.00022385699999971642
2014-11-07,10718.3769,90136.5555,0,100854.9324,0.0003023195230642539,1.008549324,0.0
2014-11-10,10700.6784,90136.5555,0,100837.2339,-0.00017548472423545292,1.0083723390000001,0.00017698499999996287
2014-11-11,10786.2204,90136.5555,0,100922.77590000001,0.0008483175974940416,1.009227759,0.0
2014-11-12,10938.623999999998,90136.5555,0,101075.1795,0.0015101011505174178,1.010751795,0.0
2014-11-13,11092.9938,90136.5555,0,101229.5493,0.0015272770304601835,1.0122954929999999,0.0
2014-11-14,11226.715400000001,90136.5555,0,101363.2709,0.0013209739737525261,1.013632709,0.0
2014-11-17,11208.033500000001,90136.5555,0,101344.589,-0.00018430640442168578,1.0134458899999998,0.00018681900000006024
2014-11-18,11353.554399999999,90136.5555,0,101490.1099,0.0014359020193963623,1.0149010989999998,0.0
2014-11-19,11274.8943,90136.5555,0,101411.4498,-0.000775051875276267,1.0141144979999999,0.0007866009999999424
2014-11-20,11436.146799999999,90136.5555,0,101572.7023,0.0015900817937029021,1.0157270229999997,0.0
2014-11-21,11451.8791,90136.5555,0,101588.43460000001,0.00015488708721700384,1.0158843459999998,0.0
2014-11-24,11664.2601,90136.5555,0,101800.8156,0.002090602152068133,1.0180081559999996,0.0
2014-11-25,11562.985800000002,90136.5555,0,101699.54130000001,-0.0009948279824979478,1.0169954129999996,0.0010127429999999826
2014-11-26,11700.6405,90136.5555,0,101837.196,0.001353542978074218,1.0183719599999994,0.0
2014-11-28,11693.7578,90136.5555,0,101830.31330000001,-6.758532511030868e-05,1.0183031329999996,6.882699999977149e-05
2014-12-01,11314.2244,90136.5555,0,101450.7799,-0.0037271160983456397,1.0145077989999995,0.003864160999999866
2014-12-02,11270.961299999999,90136.5555,0,101407.5168,-0.0004264442327860385,1.0140751679999995,0.004296791999999883
2014-12-03,11398.783700000002,90136.5555,0,101535.3392,0.001260482497092319,1.0153533919999995,0.0030185679999998882
2014-12-04,11355.520600000002,90136.5555,0,101492.0761,-0.00042608908721697425,1.0149207609999995,0.003451198999999905
2014-12-05,11307.341699999999,90136.5555,0,101443.8972,-0.0004747060248577739,1.0144389719999996,0.00393298799999986
2014-12-08,11051.6976,90136.5555,0,101188.2531,-0.0025200540107011005,1.0118825309999995,0.0064894289999999355
2014-12-09,11220.816200000001,90136.5555,0,101357.3717,0.0016713264120971072,1.0135737169999994,0.00479824299999998
2014-12-10,11007.451000000001,90136.5555,0,101144.0065,-0.0021050782633899034,1.0114400649999995,0.00693189499999991
2014-12-11,10975.004399999998,90136.5555,0,101111.5599,-0.00032079607208368444,1.0111155989999994,0.0072563610000000445
2014-12-12,10789.170800000002,90136.5555,0,100925.72630000001,-0.0018379065675949713,1.0092572629999996,0.009114696999999783
2014-12-15,10641.683700000001,90136.5555,0,100778.23920000001,-0.001461342963850476,1.0077823919999995,0.010589567999999883
2014-12-16,10496.1628,90136.5555,0,100632.71830000001,-0.0014439714481536692,1.0063271829999996,0.01204477699999984
2014-12-17,10757.7069,90136.5555,0,100894.2624,0.002598996672437126,1.0089426239999997,0.009429335999999733
2014-12-18,11076.278700000003,90136.5555,0,101212.83420000001,0.003157481827232189,1.0121283419999996,0.00624361799999984
2014-12-19,10990.736,90136.5555,0,101127.2915,-0.0008451764114318916,1.0112729149999995,0.007099044999999915
2014-12-22,11104.793000000001,90136.5555,0,101241.34850000001,0.0011278557776859266,1.0124134849999995,0.005958474999999908
2014-12-23,11065.463000000002,90136.5555,0,101202.0185,-0.0003884776386596789,1.0120201849999995,0.0063517749999999484
2014-12-24,11013.351000000002,90136.5555,0,101149.90650000001,-0.0005149304408389455,1.0114990649999995,0.006872894999999879
2014-12-26,11208.033500000001,90136.5555,0,101344.589,0.00192469283201957,1.0134458899999996,0.004926069999999783
2014-12-29,11200.1681,90136.5555,0,101336.7236,-7.761045831478075e-05,1.0133672359999994,0.00500472399999996
2014-12-30,11063.4961,90136.5555,0,101200.0516,-0.001348691719494144,1.0120005159999996,0.006371443999999782
2014-12-31,10853.0812,90136.5555,0,100989.6367,-0.00207919755645658,1.0098963669999996,0.008475592999999781
2015-01-02,10749.8407,90136.5555,0,100886.3962,-0.0010222880621572061,1.0088639619999995,0.009507997999999906
2015-01-05,10447.0005,90136.5555,0,100583.556,-0.0030017942101890904,1.0058355599999995,0.012536399999999892
2015-01-06,10447.9839,90136.5555,0,100584.53940000001,9.776946044759427e-06,1.0058453939999996,0.012526565999999795
2015-01-07,10594.4875,90136.5555,0,100731.043,0.001456522054720466,1.0073104299999995,0.011061529999999875
2015-01-08,11001.5518,90136.5555,0,101138.1073,0.004041100815366239,1.0113810729999995,0.006990886999999946
2015-01-09,11013.351000000002,90136.5555,0,101149.90650000001,0.00011666423581568885,1.0114990649999995,0.006872894999999879
2015-01-12,10741.9746,90136.5555,0,100878.5301,-0.002682913008921206,1.0087853009999994,0.009586658999999997
2015-01-13,10837.3497,90136.5555,0,100973.90520000001,0.0009454449812607013,1.0097390519999994,0.00863290800000005
2015-01-14,10796.0535,90136.5555,0,100932.609,-0.0004089789329055904,1.0093260899999994,0.009045870000000011
2015-01-15,10503.0455,90136.5555,0,100639.601,-0.0029030063019573893,1.0063960099999993,0.011975950000000068
2015-01-16,10421.4358,90136.5555,0,100557.9913,-0.0008109104089154551,1.0055799129999994,0.012792047000000029
2015-01-20,10689.8626,90136.5555,0,100826.41810000001,0.002669373130169239,1.0082641809999995,0.010107778999999928
2015-01-21,10771.4723,90136.5555,0,100908.0278,0.0008094079065572579,1.0090802779999994,0.009291681999999968
2015-01-22,11051.6976,90136.5555,0,101188.2531,0.002777036734435079,1.0118825309999995,0.0064894289999999355
2015-01-23,11108.726100000002,90136.5555,0,101245.2816,0.0005635881463794679,1.0124528159999995,0.005919143999999932
2015-01-26,11120.5246,90136.5555,0,101257.0801,0.00011653382571075177,1.0125708009999996,0.005801158999999778
2015-01-27,10731.1588,90136.5555,0,100867.7143,-0.003845319256840729,1.0086771429999997,0.009694816999999745
2015-01-28,11337.8221,90136.5555,0,101474.3776,0.006014444802384,1.0147437759999995,0.0036281839999998677
2015-01-29,11690.808200000001,90136.5555,0,101827.3637,0.0034785736887337215,1.0182736369999994,9.832300000001126e-05
2015-01-30,11519.7234,90136.5555,0,101656.2789,-0.0016801456286744676,1.0165627889999993,0.0018091710000001093
2015-02-02,11664.2601,90136.5555,0,101800.8156,0.0014218177328935155,1.0180081559999992,0.00036380400000024515
2015-02-03,11666.226999999999,90136.5555,0,101802.7825,1.932106327839911e-05,1.0180278249999992,0.0003441350000001897
2015-02-04,11755.702099999999,90136.5555,0,101892.2576,0.0008789062322533958,1.0189225759999991,0.0
2015-02-05,11839.608,90136.5555,0,101976.1635,0.0008234766995682818,1.0197616349999992,0.0
2015-02-06,11739.9079,90136.5555,0,101876.46340000001,-0.0009776804360754898,1.0187646339999994,0.0009970009999997753
2015-02-09,11817.8911,90136.5555,0,101954.4466,0.0007654682681101921,1.0195444659999993,0.00021716899999990602
2015-02-10,12044.9299,90136.5555,0,102181.4854,0.002226865110560139,1.0218148539999994,0.0
2015-02-11,12327.2485,90136.5555,0,102463.804,0.002762913446548776,1.0246380399999993,0.0
2015-02-12,12483.2148,90136.5555,0,102619.7703,0.0015221599619705817,1.0261977029999994,0.0
2015-02-13,12544.417,90136.5555,0,102680.9725,0.0005963977489042982,1.0268097249999992,0.0
2015-02-17,12618.451599999999,90136.5555,0,102755.0071,0.000721015765603461,1.0275500709999992,0.0
2015-02-18,12706.305800000002,90136.5555,0,102842.8613,0.0008549870461738163,1.028428612999999,0.0
2015-02-19,12679.653,90136.5555,0,102816.20850000001,-0.00025916042847395904,1.028162084999999,0.0002665280000000436
2015-02-20,12783.3017,90136.5555,0,102919.8572,0.0010080968897039355,1.029198571999999,0.0
2015-02-23,13128.796299999998,90136.5555,0,103265.3518,0.0033569284820189615,1.032653517999999,0.0
2015-02-24,13046.864500000001,90136.5555,0,103183.42,-0.000793410360511726,1.031834199999999,0.0008193180000000133
2015-02-25,12713.215,90136.5555,0,102849.7705,-0.0032335572905026755,1.028497704999999,0.004155812999999897
2015-02-26,12874.1172,90136.5555,0,103010.6727,0.0015644390767015626,1.0301067269999988,0.0025467910000001037
2015-02-27,12680.6411,90136.5555,0,102817.1966,-0.0018782141202345892,1.0281719659999988,0.004481552000000111
2015-03-02,12742.829099999999,90136.5555,0,102879.3846,0.0006048404552592146,1.028793845999999,0.003859671999999925
2015-03-03,12769.481899999999,90136.5555,0,102906.0374,0.0002590684237042673,1.0290603739999988,0.0035931440000001036
2015-03-04,12688.5368,90136.5555,0,102825.0923,-0.0007865923326282331,1.028250922999999,0.004402594999999954
2015-03-05,12478.2796,90136.5555,0,102614.8351,-0.002044804388665833,1.026148350999999,0.006505167000000034
2015-03-06,12497.0345,90136.5555,0,102633.59,0.00018276986930509942,1.0263358999999987,0.006317618000000191
2015-03-09,12550.3395,90136.5555,0,102686.895,0.0005193718742568798,1.0268689499999988,0.0057845680000001565
2015-03-10,12290.7252,90136.5555,0,102427.2807,-0.0025282125825306645,1.0242728069999987,0.008380711000000263
2015-03-11,12066.6469,90136.5555,0,102203.20240000001,-0.0021876818213724114,1.0220320239999987,0.010621494000000231
2015-03-12,12284.802,90136.5555,0,102421.3575,0.002134523135059796,1.0242135749999988,0.008439943000000172
2015-03-13,12199.908899999999,90136.5555,0,102336.4644,-0.0008288613046356641,1.0233646439999986,0.009288874000000336
2015-03-16,12334.158300000001,90136.5555,0,102470.7138,0.0013118432494918508,1.0247071379999986,0.007946380000000364
2015-03-17,12540.4684,90136.5555,0,102677.0239,0.00201335671773184,1.0267702389999986,0.005883279000000297
2015-03-18,12681.6277,90136.5555,0,102818.1832,0.0013747895550368927,1.0281818319999985,0.004471686000000474
2015-03-19,12585.8762,90136.5555,0,102722.4317,-0.0009312701024267733,1.0272243169999984,0.00542920100000055
2015-03-20,12427.935900000002,90136.5555,0,102564.4914,-0.0015375444037507568,1.0256449139999984,0.0070086040000005845
2015-03-23,12557.249399999999,90136.5555,0,102693.8049,0.0012608018451110148,1.0269380489999982,0.00571546900000075
2015-03-24,12505.9191,90136.5555,0,102642.4746,-0.0004998383305593324,1.0264247459999982,0.006228772000000715
2015-03-25,12179.1793,90136.5555,0,102315.7348,-0.0031832806182168216,1.0231573479999982,0.009496170000000692
2015-03-26,12264.072400000001,90136.5555,0,102400.6279,0.0008297169557149875,1.0240062789999982,0.00864723900000075
2015-03-27,12166.347,90136.5555,0,102302.9025,-0.0009543437574957014,1.023029024999998,0.0096244930000009
2015-03-30,12474.331,90136.5555,0,102610.88650000001,0.003010510869914107,1.026108864999998,0.006544653000000844
2015-03-31,12282.828000000001,90136.5555,0,102419.3835,-0.0018663029482745008,1.024193834999998,0.008459683000000995
2015-04-01,12265.0597,90136.5555,0,102401.6152,-0.00017348571523079226,1.024016151999998,0.008637366000000979
2015-04-02,12370.6823,90136.5555,0,102507.2378,0.001031454433543022,1.025072377999998,0.007581140000000985
2015-04-06,12571.0691,90136.5555,0,102707.62460000001,0.001954855133166067,1.027076245999998,0.00557727200000091
2015-04-07,12438.794399999999,90136.5555,0,102575.3499,-0.0012878761485835,1.025753498999998,0.006900019000001034
2015-04-08,12398.3218,90136.5555,0,102534.87730000001,-0.00039456458144626616,1.025348772999998,0.007304745000001001
2015-04-09,12493.085900000002,90136.5555,0,102629.64140000001,0.0009242133261908592,1.026296413999998,0.0063571040000010015
2015-04-10,12546.390900000002,90136.5555,0,102682.9464,0.000519391856707685,1.0268294639999977,0.005824054000001189
2015-04-13,12521.7127,90136.5555,0,102658.2682,-0.00024033396844558297,1.0265826819999977,0.006070836000001245
2015-04-14,12467.4212,90136.5555,0,102603.9767,-0.0005288565738731377,1.0260397669999977,0.006613751000001278
2015-04-15,12514.8029,90136.5555,0,102651.3584,0.0004617920428029443,1.0265135839999977,0.006139934000001235
2015-04-16,12454.588000000002,90136.5555,0,102591.1435,-0.0005865962315408924,1.0259114349999978,0.00674208300000112
2015-04-17,12314.4161,90136.5555,0,102450.9716,-0.001366315797035611,1.0245097159999978,0.008143802000001088
2015-04-20,12595.747299999999,90136.5555,0,102732.3028,0.0027460081208248166,1.0273230279999979,0.005330490000001076
2015-04-21,12527.636,90136.5555,0,102664.1915,-0.0006629978900852818,1.026641914999998,0.006011603000001031
2015-04-22,12696.434,90136.5555,0,102832.9895,0.0016441760026912888,1.028329894999998,0.004323623000000998
2015-04-23,12800.0827,90136.5555,0,102936.6382,0.0010079323814660146,1.029366381999998,0.0032871360000008565
2015-04-24,12860.297499999999,90136.5555,0,102996.853,0.000584969560430082,1.029968529999998,0.002684988000000832
2015-04-27,13094.246200000001,90136.5555,0,103230.80170000001,0.002271416001419002,1.032308016999998,0.0003455010000008585
